"CountryCode","SeriesCode","DESCRIPTION",
"MYS","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MYS","IT.NET.USER.ZS","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC).",
"MYS","SP.ADO.TFRT","Including Sabah and Sarawak.",
"NAC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NAM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NAM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NAM","IT.NET.USER.ZS","Telecom Namibia. From 2002: Namibian Communications Commission (NCC).",
"NAM","SG.GEN.PARL.ZS","The 6 additional non-voting members will be appointed by the President of the Republic after he will be sworn in on 21 March 2005.",
"NCL","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"NCL","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NCL","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NCL","IT.NET.USER.ZS","Office des Postes et des Télécommunications (OPT).",
"NER","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"NER","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NER","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NER","IT.NET.USER.ZS","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique.",
"NGA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NGA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NGA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NGA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"NGA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"NGA","IT.NET.USER.ZS","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC).",
"NIC","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NIC","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NIC","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NIC","IT.NET.USER.ZS","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR).",
"NLD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NLD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","IS.RRS.GOOD.MT.K6","Source: OECD",
"NLD","IS.RRS.PASG.KM","Source: OECD",
"NLD","IT.NET.USER.ZS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NOR","IS.RRS.GOOD.MT.K6","Source: OECD",
"NOR","IS.RRS.PASG.KM","Source: OECD",
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","SG.NOD.CONS","There is no nondiscrimination provision.",
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands.",
"NPL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NPL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NRU","IT.NET.USER.ZS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NZL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NZL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NZL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NZL","IS.RRS.GOOD.MT.K6","Source: OECD",
"NZL","IS.RRS.PASG.KM","Source: OECD",
"NZL","IT.NET.USER.ZS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","VC.IHR.PSRC.P5","Data for 2000-2006 refer to offences, data for 2007 onwards refer to victims of intentional homicide.",
"OED","FX.OWN.TOTL.40.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.60.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.FE.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.MA.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.OL.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.PL.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.SO.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.YG.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.ZS","Only high-income countries are covered.",
"OMN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"OMN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OMN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OMN","IT.NET.USER.ZS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"PAK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PAK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"PAK","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"PAK","IT.NET.USER.ZS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAN","IT.NET.USER.ZS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PER","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PER","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"PER","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"PER","IT.NET.USER.ZS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PHL","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"PHL","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"PHL","IT.NET.USER.ZS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","SG.NOD.CONS","There is no nondiscrimination provision.",
"PHL","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"PLW","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PLW","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PLW","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PNG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PNG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PNG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PNG","IT.NET.USER.ZS","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","SG.NOD.CONS","There is no nondiscrimination provision.",
"POL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"POL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"POL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"POL","IS.RRS.GOOD.MT.K6","Source: OECD",
"POL","IS.RRS.PASG.KM","Source: OECD",
"POL","IT.NET.USER.ZS","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PRI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","IT.NET.USER.ZS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"PRI","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"PRK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"PRT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","IS.RRS.GOOD.MT.K6","Source: OECD",
"PRT","IS.RRS.PASG.KM","Source: OECD",
"PRT","IT.NET.USER.ZS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"PRY","IT.NET.USER.ZS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PSE","IT.NET.USER.ZS","Palestine Telecommunications Company (PALTEL).",
"PSE","PA.NUS.PPP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PSE","PA.NUS.PRVT.PP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PYF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PYF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","IT.NET.USER.ZS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"QAT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"QAT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","IT.NET.USER.ZS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"ROU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ROU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","IS.RRS.GOOD.MT.K6","Source: OECD",
"ROU","IS.RRS.PASG.KM","Source: OECD",
"ROU","IT.NET.USER.ZS","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","VC.IHR.PSRC.P5","Data refer to offences, not victims, of intentional homicide.",
"RUS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"RUS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"RUS","IS.RRS.GOOD.MT.K6","Source: OECD",
"RUS","IS.RRS.PASG.KM","Source: OECD",
"RUS","IT.NET.USER.ZS","General State Supervisory Department for Communications. Ministry of Posts and Telecommunications. From 2005: Ministry for Information Technologies and Communications.",
"RUS","SG.NOD.CONS","There is no nondiscrimination provision.",
"RWA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"RWA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"RWA","IT.NET.USER.ZS","Until 2002: Société Rwandaise des Télécommunications. Rwanda Information Technology Authority. Rwanda Utilities Regulatory Agency",
"SAS","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SAU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SAU","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SAU","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SAU","IT.NET.USER.ZS","Saudi Telecommunications Company. From 2005: Communication and Information Technology Commission.",
"SAU","SG.NOD.CONS","There is no nondiscrimination provision.",
"SDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SDN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SDN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SDN","IT.NET.USER.ZS","Sudan Telecommunications Company Ltd. (Sudatel). From 2003: National Telecommunication Corporation (NTC).",
"SEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SEN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SEN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SEN","IT.NET.USER.ZS","Société Nationale des Télécommunications du Sénégal (SONATEL). From 2004: Agence de Régulation des Télécommunications.",
"SGP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SGP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SGP","IT.NET.USER.ZS","Infocomm Development Authority of Singapore (IDA).",
"SGP","SG.GEN.PARL.ZS","The parliament convened on 2 November 2006 following the elections held in May. Nine members are yet to be appointed to the parliament.",
"SLB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SLB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLB","IT.NET.USER.ZS","Solomon Telekom Company Ltd..",
"SLE","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SLE","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLE","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SLE","IT.NET.USER.ZS","Sierra Leone Telecommunications Company (SIERRATEL).",
"SLV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SLV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SLV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SLV","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"SLV","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"SLV","IT.NET.USER.ZS","Until 1997: Compañia  de Telecomunicaciones de El Salvador (CTE). Superintendencia General de Electricidad y Telecomunicaciones.",
"SLV","SG.NOD.CONS","There is no nondiscrimination provision.",
"SMR","IT.NET.USER.ZS","Direzione Generale Poste e Telecomunicazioni.",
"SMR","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"SMR","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"SMR","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"SMR","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"SMR","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"SMR","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"SMR","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SMR","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"SOM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"SOM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SOM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"SOM","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"SOM","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"SOM","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"SOM","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"SOM","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"SOM","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"SOM","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"SOM","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SOM","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"SRB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"SRB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SRB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"SRB","IS.RRS.GOOD.MT.K6","Source: OECD",
"SRB","IS.RRS.PASG.KM","Source: OECD",
"SRB","IT.NET.USER.ZS","Ratel, Republic Telecommunication Agency.",
"SRB","SP.ADO.TFRT","Including Kosovo.",
"SSD","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
