"LOCATION","Country","TYPE","Type","SKILLS","Skills","TIME","Time","Value","Flag Codes","Flags"
"ESP","Spain","AB","Abilities","1A2A1","Arm-Hand Steadiness","2015","2015",-0.197,,
"ESP","Spain","AB","Abilities","1A2A2","Manual Dexterity","2015","2015",-0.193,,
"ESP","Spain","AB","Abilities","1A2A3","Finger Dexterity","2015","2015",-0.011,,
"ESP","Spain","AB","Abilities","1A2A","Fine Manipulative Abilities","2015","2015",-0.134,,
"ESP","Spain","AB","Abilities","1A2B1","Control Precision","2015","2015",-0.13,,
"ESP","Spain","AB","Abilities","1A2B2","Multilimb Coordination","2015","2015",-0.204,,
"ESP","Spain","AB","Abilities","1A2B3","Response Orientation","2015","2015",-0.058,,
"ESP","Spain","AB","Abilities","1A2B4","Rate Control","2015","2015",-0.079,,
"ESP","Spain","AB","Abilities","1A2B","Control Movement Abilities","2015","2015",-0.118,,
"ESP","Spain","AB","Abilities","1A2C1","Reaction Time","2015","2015",-0.082,,
"ESP","Spain","AB","Abilities","1A2C2","Wrist-Finger Speed","2015","2015",-0.032,,
"ESP","Spain","AB","Abilities","1A2C3","Speed of Limb Movement","2015","2015",-0.123,,
"ESP","Spain","AB","Abilities","1A2C","Reaction Time and Speed Abilities","2015","2015",-0.079,,
"ESP","Spain","AB","Abilities","1A2","Psychomotor Abilities","2015","2015",-0.111,,
"ESP","Spain","AB","Abilities","1A3A1","Static Strength","2015","2015",-0.226,,
"ESP","Spain","AB","Abilities","1A3A2","Explosive Strength","2015","2015",0.009,,
"ESP","Spain","AB","Abilities","1A3A3","Dynamic Strength","2015","2015",-0.14,,
"ESP","Spain","AB","Abilities","1A3A4","Trunk Strength","2015","2015",-0.265,,
"ESP","Spain","AB","Abilities","1A3A","Physical Strength","2015","2015",-0.155,,
"ESP","Spain","AB","Abilities","1A3B1","Stamina","2015","2015",-0.198,,
"ESP","Spain","AB","Abilities","1A3B","Endurance","2015","2015",-0.198,,
"ESP","Spain","AB","Abilities","1A3C1","Extent Flexibility","2015","2015",-0.269,,
"ESP","Spain","AB","Abilities","1A3C2","Dynamic Flexibility","2015","2015",-0.013,,
"ESP","Spain","AB","Abilities","1A3C3","Gross Body Coordination","2015","2015",-0.187,,
"ESP","Spain","AB","Abilities","1A3C4","Gross Body Equilibrium","2015","2015",-0.098,,
"ESP","Spain","AB","Abilities","1A3C","Flexibility, Balance and Coordination","2015","2015",-0.142,,
"ESP","Spain","AB","Abilities","1A3","Strength and Flexibility","2015","2015",-0.154,,
"ESP","Spain","AB","Abilities","1A4A1","Near Vision","2015","2015",0.228,,
"ESP","Spain","AB","Abilities","1A4A2","Far Vision","2015","2015",0.084,,
"ESP","Spain","AB","Abilities","1A4A3","Visual Color Discrimination","2015","2015",0.011,,
"ESP","Spain","AB","Abilities","1A4A4","Night Vision","2015","2015",-0.014,,
"ESP","Spain","AB","Abilities","1A4A5","Peripheral Vision","2015","2015",-0.013,,
"ESP","Spain","AB","Abilities","1A4A6","Depth Perception","2015","2015",-0.087,,
"ESP","Spain","AB","Abilities","1A4A7","Glare Sensitivity","2015","2015",-0.017,,
"ESP","Spain","AB","Abilities","1A4A","Visual Abilities","2015","2015",0.027,,
"ESP","Spain","AB","Abilities","1A4B1","Hearing Sensitivity","2015","2015",0.012,,
"ESP","Spain","AB","Abilities","1A4B2","Auditory Attention","2015","2015",0.012,,
"ESP","Spain","AB","Abilities","1A4B3","Sound Localization","2015","2015",0.006,,
"ESP","Spain","AB","Abilities","1A4B4","Speech Recognition","2015","2015",0.23,,
"ESP","Spain","AB","Abilities","1A4B5","Speech Clarity","2015","2015",0.263,,
"ESP","Spain","AB","Abilities","1A4B","Auditory and Speech Abilities","2015","2015",0.105,,
"ESP","Spain","AB","Abilities","1A4","Sensory Abilities","2015","2015",0.059,,
"ESP","Spain","WS","Workstyles","1C1A","Achievement/Effort","2015","2015",0.364,,
"ESP","Spain","WS","Workstyles","1C1B","Persistence","2015","2015",0.459,,
"ESP","Spain","WS","Workstyles","1C1C","Initiative","2015","2015",0.352,,
"ESP","Spain","WS","Workstyles","1C1","Achievement Orientation","2015","2015",0.392,,
"ESP","Spain","WS","Workstyles","1C2B","Leadership","2015","2015",0.302,,
"ESP","Spain","WS","Workstyles","1C2","Social Influence","2015","2015",0.302,,
"ESP","Spain","WS","Workstyles","1C3A","Cooperation","2015","2015",0.298,,
"ESP","Spain","WS","Workstyles","1C3B","Concern for Others","2015","2015",0.089,,
"ESP","Spain","WS","Workstyles","1C3C","Social Orientation","2015","2015",0.164,,
"ESP","Spain","WS","Workstyles","1C3","Interpersonal Orientation","2015","2015",0.184,,
"ESP","Spain","WS","Workstyles","1C4A","Self Control","2015","2015",0.118,,
"ESP","Spain","WS","Workstyles","1C4B","Stress Tolerance","2015","2015",0.228,,
"ESP","Spain","WS","Workstyles","1C4C","Adaptability/Flexibility","2015","2015",0.311,,
"ESP","Spain","WS","Workstyles","1C4","Adjustment","2015","2015",0.219,,
"ESP","Spain","WS","Workstyles","1C5A","Dependability","2015","2015",0.25,,
"ESP","Spain","WS","Workstyles","1C5B","Attention to Detail","2015","2015",0.265,,
"ESP","Spain","WS","Workstyles","1C5C","Integrity","2015","2015",0.423,,
"ESP","Spain","WS","Workstyles","1C5","Conscientiousness","2015","2015",0.313,,
"ESP","Spain","WS","Workstyles","1C6","Independence","2015","2015",0.147,,
"ESP","Spain","WS","Workstyles","1C7A","Innovation","2015","2015",0.278,,
"ESP","Spain","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",0.528,,
"ESP","Spain","WS","Workstyles","1C7","Practical Intelligence","2015","2015",0.403,,
"ESP","Spain","SK","Skills","2A1A","Reading Comprehension","2015","2015",0.475,,
"ESP","Spain","SK","Skills","2A1B","Active Listening","2015","2015",0.335,,
"ESP","Spain","SK","Skills","2A1C","Writing","2015","2015",0.433,,
"ESP","Spain","SK","Skills","2A1D","Speaking","2015","2015",0.364,,
"ESP","Spain","SK","Skills","2A1E","Mathematics Skills","2015","2015",0.269,,
"ESP","Spain","SK","Skills","2A1F","Science","2015","2015",0.175,,
"ESP","Spain","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.342,,
"ESP","Spain","SK","Skills","2A2A","Critical Thinking","2015","2015",0.332,,
"ESP","Spain","SK","Skills","2A2B","Active Learning","2015","2015",0.328,,
"ESP","Spain","SK","Skills","2A2C","Learning Strategies","2015","2015",0.335,,
"ESP","Spain","SK","Skills","2A2D","Monitoring","2015","2015",0.234,,
"ESP","Spain","SK","Skills","2A2","Basic Skills (Process)","2015","2015",0.307,,
"ESP","Spain","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.197,,
"ESP","Spain","SK","Skills","2B1B","Coordination","2015","2015",0.166,,
"ESP","Spain","SK","Skills","2B1C","Persuasion","2015","2015",0.177,,
"ESP","Spain","SK","Skills","2B1D","Negotiation","2015","2015",0.169,,
"ESP","Spain","SK","Skills","2B1E","Instructing","2015","2015",0.28,,
"ESP","Spain","SK","Skills","2B1F","Service Orientation","2015","2015",0.133,,
"ESP","Spain","SK","Skills","2B1","Social Skills","2015","2015",0.187,,
"ESP","Spain","SK","Skills","2B2I","Complex Problem Solving","2015","2015",0.256,,
"ESP","Spain","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",0.256,,
"ESP","Spain","SK","Skills","2B3A","Operations Analysis","2015","2015",0.169,,
"ESP","Spain","SK","Skills","2B3B","Technology Design","2015","2015",0.074,,
"ESP","Spain","SK","Skills","2B3C","Equipment Selection","2015","2015",0.007,,
"ESP","Spain","SK","Skills","2B3D","Installation","2015","2015",0.07,,
"ESP","Spain","SK","Skills","2B3E","Programming","2015","2015",0.1,,
"ESP","Spain","SK","Skills","2B3G","Operation Monitoring","2015","2015",-0.034,,
"ESP","Spain","SK","Skills","2B3H","Operation and Control","2015","2015",-0.081,,
"ESP","Spain","SK","Skills","2B3J","Equipment Maintenance","2015","2015",-0.018,,
"ESP","Spain","SK","Skills","2B3K","Troubleshooting","2015","2015",-0.006,,
"ESP","Spain","SK","Skills","2B3L","Repairing","2015","2015",0.014,,
"ESP","Spain","SK","Skills","2B3M","Quality Control Analysis","2015","2015",0.002,,
"ESP","Spain","SK","Skills","2B3","Technical Skills","2015","2015",0.027,,
"ESP","Spain","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",0.299,,
"ESP","Spain","SK","Skills","2B4G","Systems Analysis","2015","2015",0.306,,
"ESP","Spain","SK","Skills","2B4H","Systems Evaluation","2015","2015",0.302,,
"ESP","Spain","SK","Skills","2B4","Systems Skills","2015","2015",0.302,,
"ESP","Spain","SK","Skills","2B5A","Time Management","2015","2015",0.191,,
"ESP","Spain","SK","Skills","2B5B","Management of Financial Resources","2015","2015",0.028,,
"ESP","Spain","SK","Skills","2B5C","Management of Material Resources","2015","2015",0.031,,
"ESP","Spain","SK","Skills","2B5D","Management of Personnel Resources","2015","2015",0.124,,
"ESP","Spain","SK","Skills","2B5","Resource Management Skills","2015","2015",0.093,,
"ESP","Spain","KN","Knowledge","2C10","Transportation","2015","2015",-0.015,,
"ESP","Spain","KN","Knowledge","2C1A","Administration and Management","2015","2015",0.159,,
"ESP","Spain","KN","Knowledge","2C1B","Clerical","2015","2015",0.586,,
"ESP","Spain","KN","Knowledge","2C1C","Economics and Accounting","2015","2015",0.176,,
"ESP","Spain","KN","Knowledge","2C1D","Sales and Marketing","2015","2015",0.074,,
"ESP","Spain","KN","Knowledge","2C1E","Customer and Personal Service","2015","2015",0.193,,
"ESP","Spain","KN","Knowledge","2C1F","Personnel and Human Resources","2015","2015",0.094,,
"ESP","Spain","KN","Knowledge","2C1","Business and Management","2015","2015",0.181,,
"ESP","Spain","KN","Knowledge","2C2A","Production and Processing","2015","2015",-0.055,,
"ESP","Spain","KN","Knowledge","2C2B","Food Production","2015","2015",-0.278,,
"ESP","Spain","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",-0.166,,
"ESP","Spain","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",0.598,,
"ESP","Spain","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",0.168,,
"ESP","Spain","KN","Knowledge","2C3C","Design","2015","2015",0.056,,
"ESP","Spain","KN","Knowledge","2C3D","Building and Construction","2015","2015",-0.106,,
"ESP","Spain","KN","Knowledge","2C3E","Mechanical","2015","2015",0.012,,
"ESP","Spain","KN","Knowledge","2C3","Engineering and Technology","2015","2015",0.145,,
"ESP","Spain","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",0.414,,
"ESP","Spain","KN","Knowledge","2C4B","Physics","2015","2015",0.09,,
"ESP","Spain","KN","Knowledge","2C4C","Chemistry","2015","2015",-0.088,,
"ESP","Spain","KN","Knowledge","2C4D","Biology","2015","2015",0.075,,
"ESP","Spain","KN","Knowledge","2C4E","Psychology","2015","2015",0.283,,
"ESP","Spain","KN","Knowledge","2C4F","Sociology and Anthropology","2015","2015",0.244,,
"ESP","Spain","KN","Knowledge","2C4G","Geography","2015","2015",0.147,,
"ESP","Spain","KN","Knowledge","2C4","Mathematics and Science","2015","2015",0.166,,
"ESP","Spain","KN","Knowledge","2C5A","Medicine and Dentistry","2015","2015",0.137,,
"ESP","Spain","KN","Knowledge","2C5B","Therapy and Counselling","2015","2015",0.205,,
"ESP","Spain","KN","Knowledge","2C5","Health Services","2015","2015",0.171,,
"ESP","Spain","KN","Knowledge","2C6","Education and Training","2015","2015",0.362,,
"ESP","Spain","KN","Knowledge","2C7C","Fine Arts","2015","2015",0.07,,
"ESP","Spain","KN","Knowledge","2C7D","History and Archaeology","2015","2015",0.121,,
"ESP","Spain","KN","Knowledge","2C7E","Philosophy and Theology","2015","2015",0.169,,
"ESP","Spain","KN","Knowledge","2C7","Arts and Humanities","2015","2015",0.12,,
"ESP","Spain","KN","Knowledge","2C8A","Public Safety and Security","2015","2015",0.019,,
"ESP","Spain","KN","Knowledge","2C8B","Law and Government","2015","2015",0.27,,
"ESP","Spain","KN","Knowledge","2C8","Law and Public Safety","2015","2015",0.145,,
"ESP","Spain","KN","Knowledge","2C9A","Telecommunications","2015","2015",0.136,,
"ESP","Spain","KN","Knowledge","2C9B","Communications and Media","2015","2015",0.237,,
"ESP","Spain","KN","Knowledge","2C9","Communications","2015","2015",0.186,,
"SWE","Sweden","AB","Abilities","1A1A1","Oral Comprehension","2015","2015",0.251,,
"SWE","Sweden","AB","Abilities","1A1A2","Written Comprehension","2015","2015",0.308,,
"SWE","Sweden","AB","Abilities","1A1A3","Oral Expression","2015","2015",0.306,,
"SWE","Sweden","AB","Abilities","1A1A4","Written Expression","2015","2015",0.345,,
"SWE","Sweden","AB","Abilities","1A1A","Verbal Abilities","2015","2015",0.303,,
"SWE","Sweden","AB","Abilities","1A1B1","Fluency of Ideas","2015","2015",0.215,,
"SWE","Sweden","AB","Abilities","1A1B2","Originality","2015","2015",0.233,,
"SWE","Sweden","AB","Abilities","1A1B3","Problem Sensitivity","2015","2015",0.26,,
"SWE","Sweden","AB","Abilities","1A1B4","Deductive Reasoning","2015","2015",0.252,,
"SWE","Sweden","AB","Abilities","1A1B5","Inductive Reasoning","2015","2015",0.247,,
"SWE","Sweden","AB","Abilities","1A1B6","Information Ordering","2015","2015",0.163,,
"SWE","Sweden","AB","Abilities","1A1B7","Category Flexibility","2015","2015",0.123,,
"SWE","Sweden","AB","Abilities","1A1B","Reasoning Abilities","2015","2015",0.213,,
"SWE","Sweden","AB","Abilities","1A1C1","Mathematical Reasoning","2015","2015",0.117,,
"SWE","Sweden","AB","Abilities","1A1C2","Number Facility","2015","2015",0.086,,
"SWE","Sweden","AB","Abilities","1A1C","Quantitative Abilities","2015","2015",0.101,,
"SWE","Sweden","AB","Abilities","1A1D1","Memorization","2015","2015",0.154,,
"SWE","Sweden","AB","Abilities","1A1D","Memory","2015","2015",0.154,,
"SWE","Sweden","AB","Abilities","1A1E1","Speed of Closure","2015","2015",0.136,,
"SWE","Sweden","AB","Abilities","1A1E2","Flexibility of Closure","2015","2015",0.104,,
"SWE","Sweden","AB","Abilities","1A1E3","Perceptual Speed","2015","2015",0.035,,
"SWE","Sweden","AB","Abilities","1A1E","Perceptual Abilities","2015","2015",0.092,,
"SWE","Sweden","AB","Abilities","1A1F1","Spatial Orientation","2015","2015",-0.09,,
"SWE","Sweden","AB","Abilities","1A1F2","Visualization","2015","2015",-0.044,,
"SWE","Sweden","AB","Abilities","1A1F","Spatial Abilities","2015","2015",-0.067,,
"SWE","Sweden","AB","Abilities","1A1G1","Selective Attention","2015","2015",0.063,,
"SWE","Sweden","AB","Abilities","1A1G2","Time Sharing","2015","2015",0.078,,
"SWE","Sweden","AB","Abilities","1A1G","Attentiveness","2015","2015",0.07,,
"SWE","Sweden","AB","Abilities","1A1","Cognitive Abilities","2015","2015",0.159,,
"SWE","Sweden","AB","Abilities","1A2A1","Arm-Hand Steadiness","2015","2015",-0.192,,
"SWE","Sweden","AB","Abilities","1A2A2","Manual Dexterity","2015","2015",-0.222,,
"SWE","Sweden","AB","Abilities","1A2A3","Finger Dexterity","2015","2015",-0.109,,
"SWE","Sweden","AB","Abilities","1A2A","Fine Manipulative Abilities","2015","2015",-0.175,,
"SWE","Sweden","AB","Abilities","1A2B1","Control Precision","2015","2015",-0.267,,
"SWE","Sweden","AB","Abilities","1A2B2","Multilimb Coordination","2015","2015",-0.231,,
"SWE","Sweden","AB","Abilities","1A2B3","Response Orientation","2015","2015",-0.141,,
"SWE","Sweden","AB","Abilities","1A2B4","Rate Control","2015","2015",-0.17,,
"SWE","Sweden","AB","Abilities","1A2B","Control Movement Abilities","2015","2015",-0.202,,
"SWE","Sweden","AB","Abilities","1A2C1","Reaction Time","2015","2015",-0.185,,
"SWE","Sweden","AB","Abilities","1A2C2","Wrist-Finger Speed","2015","2015",-0.101,,
"SWE","Sweden","AB","Abilities","1A2C3","Speed of Limb Movement","2015","2015",-0.095,,
"SWE","Sweden","AB","Abilities","1A2C","Reaction Time and Speed Abilities","2015","2015",-0.127,,
"SWE","Sweden","AB","Abilities","1A2","Psychomotor Abilities","2015","2015",-0.171,,
"SWE","Sweden","AB","Abilities","1A3A1","Static Strength","2015","2015",-0.172,,
"SWE","Sweden","AB","Abilities","1A3A2","Explosive Strength","2015","2015",0.017,,
"SWE","Sweden","AB","Abilities","1A3A3","Dynamic Strength","2015","2015",-0.087,,
"SWE","Sweden","AB","Abilities","1A3A4","Trunk Strength","2015","2015",-0.109,,
"SWE","Sweden","AB","Abilities","1A3A","Physical Strength","2015","2015",-0.087,,
"SWE","Sweden","AB","Abilities","1A3B1","Stamina","2015","2015",-0.073,,
"SWE","Sweden","AB","Abilities","1A3B","Endurance","2015","2015",-0.073,,
"SWE","Sweden","AB","Abilities","1A3C1","Extent Flexibility","2015","2015",-0.134,,
"SWE","Sweden","AB","Abilities","1A3C2","Dynamic Flexibility","2015","2015",0.005,,
"SWE","Sweden","AB","Abilities","1A3C3","Gross Body Coordination","2015","2015",-0.056,,
"SWE","Sweden","AB","Abilities","1A3C4","Gross Body Equilibrium","2015","2015",-0.035,,
"SWE","Sweden","AB","Abilities","1A3C","Flexibility, Balance and Coordination","2015","2015",-0.055,,
"SWE","Sweden","AB","Abilities","1A3","Strength and Flexibility","2015","2015",-0.071,,
"SWE","Sweden","AB","Abilities","1A4A1","Near Vision","2015","2015",0.116,,
"SWE","Sweden","AB","Abilities","1A4A2","Far Vision","2015","2015",0.051,,
"SWE","Sweden","AB","Abilities","1A4A3","Visual Color Discrimination","2015","2015",-0.06,,
"SWE","Sweden","AB","Abilities","1A4A4","Night Vision","2015","2015",-0.056,,
"SWE","Sweden","AB","Abilities","1A4A5","Peripheral Vision","2015","2015",-0.064,,
"SWE","Sweden","AB","Abilities","1A4A6","Depth Perception","2015","2015",-0.167,,
"SWE","Sweden","AB","Abilities","1A4A7","Glare Sensitivity","2015","2015",-0.071,,
"SWE","Sweden","AB","Abilities","1A4A","Visual Abilities","2015","2015",-0.036,,
"SWE","Sweden","AB","Abilities","1A4B1","Hearing Sensitivity","2015","2015",-0.057,,
"SWE","Sweden","AB","Abilities","1A4B2","Auditory Attention","2015","2015",-0.044,,
"SWE","Sweden","AB","Abilities","1A4B3","Sound Localization","2015","2015",-0.045,,
"SWE","Sweden","AB","Abilities","1A4B4","Speech Recognition","2015","2015",0.197,,
"SWE","Sweden","AB","Abilities","1A4B5","Speech Clarity","2015","2015",0.262,,
"SWE","Sweden","AB","Abilities","1A4B","Auditory and Speech Abilities","2015","2015",0.063,,
"SWE","Sweden","AB","Abilities","1A4","Sensory Abilities","2015","2015",0.005,,
"SWE","Sweden","WS","Workstyles","1C1A","Achievement/Effort","2015","2015",0.252,,
"SWE","Sweden","WS","Workstyles","1C1B","Persistence","2015","2015",0.325,,
"SWE","Sweden","WS","Workstyles","1C1C","Initiative","2015","2015",0.297,,
"SWE","Sweden","WS","Workstyles","1C1","Achievement Orientation","2015","2015",0.291,,
"SWE","Sweden","WS","Workstyles","1C2B","Leadership","2015","2015",0.486,,
"SWE","Sweden","WS","Workstyles","1C2","Social Influence","2015","2015",0.486,,
"SWE","Sweden","WS","Workstyles","1C3A","Cooperation","2015","2015",0.233,,
"SWE","Sweden","WS","Workstyles","1C3B","Concern for Others","2015","2015",0.381,,
"SWE","Sweden","WS","Workstyles","1C3C","Social Orientation","2015","2015",0.361,,
"SWE","Sweden","WS","Workstyles","1C3","Interpersonal Orientation","2015","2015",0.325,,
"SWE","Sweden","WS","Workstyles","1C4A","Self Control","2015","2015",0.278,,
"SWE","Sweden","WS","Workstyles","1C4B","Stress Tolerance","2015","2015",0.293,,
"SWE","Sweden","WS","Workstyles","1C4C","Adaptability/Flexibility","2015","2015",0.34,,
"SWE","Sweden","WS","Workstyles","1C4","Adjustment","2015","2015",0.303,,
"SWE","Sweden","WS","Workstyles","1C5A","Dependability","2015","2015",0.246,,
"SWE","Sweden","WS","Workstyles","1C5B","Attention to Detail","2015","2015",0.132,,
"SWE","Sweden","WS","Workstyles","1C5C","Integrity","2015","2015",0.389,,
"SWE","Sweden","WS","Workstyles","1C5","Conscientiousness","2015","2015",0.256,,
"SWE","Sweden","WS","Workstyles","1C6","Independence","2015","2015",0.284,,
"SWE","Sweden","WS","Workstyles","1C7A","Innovation","2015","2015",0.308,,
"SWE","Sweden","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",0.348,,
"SWE","Sweden","WS","Workstyles","1C7","Practical Intelligence","2015","2015",0.328,,
"SWE","Sweden","SK","Skills","2A1A","Reading Comprehension","2015","2015",0.321,,
"SWE","Sweden","SK","Skills","2A1B","Active Listening","2015","2015",0.266,,
"SWE","Sweden","SK","Skills","2A1C","Writing","2015","2015",0.298,,
"SWE","Sweden","SK","Skills","2A1D","Speaking","2015","2015",0.309,,
"SWE","Sweden","SK","Skills","2A1E","Mathematics Skills","2015","2015",0.089,,
"SWE","Sweden","SK","Skills","2A1F","Science","2015","2015",0.083,,
"SWE","Sweden","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.228,,
"SWE","Sweden","SK","Skills","2A2A","Critical Thinking","2015","2015",0.234,,
"SWE","Sweden","SK","Skills","2A2B","Active Learning","2015","2015",0.281,,
"SWE","Sweden","SK","Skills","2A2C","Learning Strategies","2015","2015",0.389,,
"SWE","Sweden","SK","Skills","2A2D","Monitoring","2015","2015",0.254,,
"SWE","Sweden","SK","Skills","2A2","Basic Skills (Process)","2015","2015",0.289,,
"SWE","Sweden","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.304,,
"SWE","Sweden","SK","Skills","2B1B","Coordination","2015","2015",0.206,,
"SWE","Sweden","SK","Skills","2B1C","Persuasion","2015","2015",0.161,,
"SWE","Sweden","SK","Skills","2B1D","Negotiation","2015","2015",0.151,,
"SWE","Sweden","SK","Skills","2B1E","Instructing","2015","2015",0.317,,
"SWE","Sweden","SK","Skills","2B1F","Service Orientation","2015","2015",0.225,,
"SWE","Sweden","SK","Skills","2B1","Social Skills","2015","2015",0.227,,
"SWE","Sweden","SK","Skills","2B2I","Complex Problem Solving","2015","2015",0.174,,
"SWE","Sweden","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",0.174,,
"SWE","Sweden","SK","Skills","2B3A","Operations Analysis","2015","2015",0.07,,
"SWE","Sweden","SK","Skills","2B3B","Technology Design","2015","2015",0.005,,
"SWE","Sweden","SK","Skills","2B3C","Equipment Selection","2015","2015",-0.08,,
"SWE","Sweden","SK","Skills","2B3D","Installation","2015","2015",-0.016,,
"SWE","Sweden","SK","Skills","2B3E","Programming","2015","2015",0.038,,
"SWE","Sweden","SK","Skills","2B3G","Operation Monitoring","2015","2015",-0.178,,
"SWE","Sweden","SK","Skills","2B3H","Operation and Control","2015","2015",-0.221,,
"SWE","Sweden","SK","Skills","2B3J","Equipment Maintenance","2015","2015",-0.155,,
"SWE","Sweden","SK","Skills","2B3K","Troubleshooting","2015","2015",-0.137,,
"SWE","Sweden","SK","Skills","2B3L","Repairing","2015","2015",-0.139,,
"SWE","Sweden","SK","Skills","2B3M","Quality Control Analysis","2015","2015",-0.102,,
"SWE","Sweden","SK","Skills","2B3","Technical Skills","2015","2015",-0.083,,
"SWE","Sweden","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",0.253,,
"SWE","Sweden","SK","Skills","2B4G","Systems Analysis","2015","2015",0.181,,
"SWE","Sweden","SK","Skills","2B4H","Systems Evaluation","2015","2015",0.207,,
"SWE","Sweden","SK","Skills","2B4","Systems Skills","2015","2015",0.213,,
"SWE","Sweden","SK","Skills","2B5A","Time Management","2015","2015",0.193,,
"SWE","Sweden","SK","Skills","2B5B","Management of Financial Resources","2015","2015",0.01,,
"SWE","Sweden","SK","Skills","2B5C","Management of Material Resources","2015","2015",0.041,,
"SWE","Sweden","SK","Skills","2B5D","Management of Personnel Resources","2015","2015",0.155,,
"SWE","Sweden","SK","Skills","2B5","Resource Management Skills","2015","2015",0.1,,
"SWE","Sweden","KN","Knowledge","2C10","Transportation","2015","2015",-0.087,,
"SWE","Sweden","KN","Knowledge","2C1A","Administration and Management","2015","2015",0.147,,
"SWE","Sweden","KN","Knowledge","2C1B","Clerical","2015","2015",0.322,,
"SWE","Sweden","KN","Knowledge","2C1C","Economics and Accounting","2015","2015",0.086,,
"SWE","Sweden","KN","Knowledge","2C1D","Sales and Marketing","2015","2015",-0.03,,
"SWE","Sweden","KN","Knowledge","2C1E","Customer and Personal Service","2015","2015",0.286,,
"SWE","Sweden","KN","Knowledge","2C1F","Personnel and Human Resources","2015","2015",0.095,,
"SWE","Sweden","KN","Knowledge","2C1","Business and Management","2015","2015",0.117,,
"SWE","Sweden","KN","Knowledge","2C2A","Production and Processing","2015","2015",-0.229,,
"SWE","Sweden","KN","Knowledge","2C2B","Food Production","2015","2015",-0.13,,
"SWE","Sweden","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",-0.179,,
"SWE","Sweden","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",0.23,,
"SWE","Sweden","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",-0.187,,
"SWE","Sweden","KN","Knowledge","2C3C","Design","2015","2015",-0.175,,
"SWE","Sweden","KN","Knowledge","2C3D","Building and Construction","2015","2015",-0.104,,
"SWE","Sweden","KN","Knowledge","2C3E","Mechanical","2015","2015",-0.243,,
"SWE","Sweden","KN","Knowledge","2C3","Engineering and Technology","2015","2015",-0.096,,
"SWE","Sweden","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",0.142,,
"SWE","Sweden","KN","Knowledge","2C4B","Physics","2015","2015",-0.071,,
"SWE","Sweden","KN","Knowledge","2C4C","Chemistry","2015","2015",-0.049,,
"SWE","Sweden","KN","Knowledge","2C4D","Biology","2015","2015",0.193,,
"SWE","Sweden","KN","Knowledge","2C4E","Psychology","2015","2015",0.496,,
"SWE","Sweden","KN","Knowledge","2C4F","Sociology and Anthropology","2015","2015",0.348,,
"SWE","Sweden","KN","Knowledge","2C4G","Geography","2015","2015",0.141,,
"SWE","Sweden","KN","Knowledge","2C4","Mathematics and Science","2015","2015",0.171,,
"SWE","Sweden","KN","Knowledge","2C5A","Medicine and Dentistry","2015","2015",0.32,,
"SWE","Sweden","KN","Knowledge","2C5B","Therapy and Counselling","2015","2015",0.384,,
"SWE","Sweden","KN","Knowledge","2C5","Health Services","2015","2015",0.352,,
"SWE","Sweden","KN","Knowledge","2C6","Education and Training","2015","2015",0.552,,
"SWE","Sweden","KN","Knowledge","2C7C","Fine Arts","2015","2015",0.09,,
"SWE","Sweden","KN","Knowledge","2C7D","History and Archaeology","2015","2015",0.162,,
"SWE","Sweden","KN","Knowledge","2C7E","Philosophy and Theology","2015","2015",0.273,,
"SWE","Sweden","KN","Knowledge","2C7","Arts and Humanities","2015","2015",0.175,,
"SWE","Sweden","KN","Knowledge","2C8A","Public Safety and Security","2015","2015",0.051,,
"SWE","Sweden","KN","Knowledge","2C8B","Law and Government","2015","2015",0.17,,
"SWE","Sweden","KN","Knowledge","2C8","Law and Public Safety","2015","2015",0.11,,
"SWE","Sweden","KN","Knowledge","2C9A","Telecommunications","2015","2015",0.007,,
"SWE","Sweden","KN","Knowledge","2C9B","Communications and Media","2015","2015",0.154,,
"SWE","Sweden","KN","Knowledge","2C9","Communications","2015","2015",0.081,,
"CHE","Switzerland","AB","Abilities","1A1A1","Oral Comprehension","2015","2015",0.126,,
"CHE","Switzerland","AB","Abilities","1A1A2","Written Comprehension","2015","2015",0.169,,
"CHE","Switzerland","AB","Abilities","1A1A3","Oral Expression","2015","2015",0.131,,
"CHE","Switzerland","AB","Abilities","1A1A4","Written Expression","2015","2015",0.169,,
"CHE","Switzerland","AB","Abilities","1A1A","Verbal Abilities","2015","2015",0.148,,
