"REGION","Region","TYPE","Type","SKILLS","Skills","TIME","Time","Value","Flag Codes","Flags"
"ITF3","ITF3: Campania","WS","Workstyles","1C4","Adjustment","2015","2015",0.172,,
"ITF3","ITF3: Campania","WS","Workstyles","1C5A","Dependability","2015","2015",0.102,,
"ITF3","ITF3: Campania","WS","Workstyles","1C5B","Attention to Detail","2015","2015",0.117,,
"ITF3","ITF3: Campania","WS","Workstyles","1C5C","Integrity","2015","2015",0.168,,
"ITF3","ITF3: Campania","WS","Workstyles","1C5","Conscientiousness","2015","2015",0.129,,
"ITF3","ITF3: Campania","WS","Workstyles","1C6","Independence","2015","2015",0.188,,
"ITF3","ITF3: Campania","WS","Workstyles","1C7A","Innovation","2015","2015",0.165,,
"ITF3","ITF3: Campania","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",0.38,,
"ITF3","ITF3: Campania","WS","Workstyles","1C7","Practical Intelligence","2015","2015",0.273,,
"ITF3","ITF3: Campania","SK","Skills","2A1A","Reading Comprehension","2015","2015",0.389,,
"ITF3","ITF3: Campania","SK","Skills","2A1B","Active Listening","2015","2015",0.338,,
"ITF3","ITF3: Campania","SK","Skills","2A1C","Writing","2015","2015",0.416,,
"ITF3","ITF3: Campania","SK","Skills","2A1D","Speaking","2015","2015",0.368,,
"ITF3","ITF3: Campania","SK","Skills","2A1E","Mathematics Skills","2015","2015",0.138,,
"ITF3","ITF3: Campania","SK","Skills","2A1F","Science","2015","2015",0.187,,
"ITF3","ITF3: Campania","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.306,,
"ITF3","ITF3: Campania","SK","Skills","2A2A","Critical Thinking","2015","2015",0.325,,
"ITF3","ITF3: Campania","SK","Skills","2A2B","Active Learning","2015","2015",0.327,,
"ITF3","ITF3: Campania","SK","Skills","2A2C","Learning Strategies","2015","2015",0.351,,
"ITF3","ITF3: Campania","SK","Skills","2A2D","Monitoring","2015","2015",0.295,,
"ITF3","ITF3: Campania","SK","Skills","2A2","Basic Skills (Process)","2015","2015",0.325,,
"ITF3","ITF3: Campania","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.314,,
"ITF3","ITF3: Campania","SK","Skills","2B1B","Coordination","2015","2015",0.173,,
"ITF3","ITF3: Campania","SK","Skills","2B1C","Persuasion","2015","2015",0.109,,
"ITF3","ITF3: Campania","SK","Skills","2B1D","Negotiation","2015","2015",0.123,,
"ITF3","ITF3: Campania","SK","Skills","2B1E","Instructing","2015","2015",0.286,,
"ITF3","ITF3: Campania","SK","Skills","2B1F","Service Orientation","2015","2015",0.104,,
"ITF3","ITF3: Campania","SK","Skills","2B1","Social Skills","2015","2015",0.185,,
"ITF3","ITF3: Campania","SK","Skills","2B2I","Complex Problem Solving","2015","2015",0.264,,
"ITF3","ITF3: Campania","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",0.264,,
"ITF3","ITF3: Campania","SK","Skills","2B3A","Operations Analysis","2015","2015",0.11,,
"ITF3","ITF3: Campania","SK","Skills","2B3B","Technology Design","2015","2015",-0.016,,
"ITF3","ITF3: Campania","SK","Skills","2B3C","Equipment Selection","2015","2015",-0.055,,
"ITF3","ITF3: Campania","SK","Skills","2B3D","Installation","2015","2015",-0.044,,
"ITF3","ITF3: Campania","SK","Skills","2B3E","Programming","2015","2015",0.049,,
"ITF3","ITF3: Campania","SK","Skills","2B3G","Operation Monitoring","2015","2015",0.026,,
"ITF3","ITF3: Campania","SK","Skills","2B3H","Operation and Control","2015","2015",-0.042,,
"ITF3","ITF3: Campania","SK","Skills","2B3J","Equipment Maintenance","2015","2015",-0.023,,
"ITF3","ITF3: Campania","SK","Skills","2B3K","Troubleshooting","2015","2015",-0.053,,
"ITF3","ITF3: Campania","SK","Skills","2B3L","Repairing","2015","2015",-0.029,,
"ITF3","ITF3: Campania","SK","Skills","2B3M","Quality Control Analysis","2015","2015",0.006,,
"ITF3","ITF3: Campania","SK","Skills","2B3","Technical Skills","2015","2015",-0.006,,
"ITF3","ITF3: Campania","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",0.314,,
"ITF3","ITF3: Campania","SK","Skills","2B4G","Systems Analysis","2015","2015",0.273,,
"ITF3","ITF3: Campania","SK","Skills","2B4H","Systems Evaluation","2015","2015",0.275,,
"ITF3","ITF3: Campania","SK","Skills","2B4","Systems Skills","2015","2015",0.287,,
"ITF3","ITF3: Campania","SK","Skills","2B5A","Time Management","2015","2015",0.199,,
"ITF3","ITF3: Campania","SK","Skills","2B5B","Management of Financial Resources","2015","2015",0.028,,
"ITF3","ITF3: Campania","SK","Skills","2B5C","Management of Material Resources","2015","2015",0.026,,
"ITF3","ITF3: Campania","SK","Skills","2B5D","Management of Personnel Resources","2015","2015",0.175,,
"ITF3","ITF3: Campania","SK","Skills","2B5","Resource Management Skills","2015","2015",0.107,,
"ITF3","ITF3: Campania","KN","Knowledge","2C10","Transportation","2015","2015",-0.046,,
"ITF3","ITF3: Campania","KN","Knowledge","2C1A","Administration and Management","2015","2015",0.144,,
"ITF3","ITF3: Campania","KN","Knowledge","2C1B","Clerical","2015","2015",0.3,,
"ITF3","ITF3: Campania","KN","Knowledge","2C1C","Economics and Accounting","2015","2015",0.13,,
"ITF3","ITF3: Campania","KN","Knowledge","2C1D","Sales and Marketing","2015","2015",-0.185,,
"ITF3","ITF3: Campania","KN","Knowledge","2C1E","Customer and Personal Service","2015","2015",0.074,,
"ITF3","ITF3: Campania","KN","Knowledge","2C1F","Personnel and Human Resources","2015","2015",0.132,,
"ITF3","ITF3: Campania","KN","Knowledge","2C1","Business and Management","2015","2015",0.078,,
"ITF3","ITF3: Campania","KN","Knowledge","2C2A","Production and Processing","2015","2015",-0.1,,
"ITF3","ITF3: Campania","KN","Knowledge","2C2B","Food Production","2015","2015",0.118,,
"ITF3","ITF3: Campania","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",0.009,,
"ITF3","ITF3: Campania","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",0.25,,
"ITF3","ITF3: Campania","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",-0.066,,
"ITF3","ITF3: Campania","KN","Knowledge","2C3C","Design","2015","2015",-0.122,,
"ITF3","ITF3: Campania","KN","Knowledge","2C3D","Building and Construction","2015","2015",-0.195,,
"ITF3","ITF3: Campania","KN","Knowledge","2C3E","Mechanical","2015","2015",-0.145,,
"ITF3","ITF3: Campania","KN","Knowledge","2C3","Engineering and Technology","2015","2015",-0.056,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",0.062,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4B","Physics","2015","2015",-0.022,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4C","Chemistry","2015","2015",0.131,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4D","Biology","2015","2015",0.2,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4E","Psychology","2015","2015",0.377,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4F","Sociology and Anthropology","2015","2015",0.272,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4G","Geography","2015","2015",0.176,,
"ITF3","ITF3: Campania","KN","Knowledge","2C4","Mathematics and Science","2015","2015",0.171,,
"ITF3","ITF3: Campania","KN","Knowledge","2C5A","Medicine and Dentistry","2015","2015",0.243,,
"ITF3","ITF3: Campania","KN","Knowledge","2C5B","Therapy and Counselling","2015","2015",0.311,,
"ITF3","ITF3: Campania","KN","Knowledge","2C5","Health Services","2015","2015",0.277,,
"ITF3","ITF3: Campania","KN","Knowledge","2C6","Education and Training","2015","2015",0.388,,
"ITF3","ITF3: Campania","KN","Knowledge","2C7C","Fine Arts","2015","2015",0.082,,
"ITF3","ITF3: Campania","KN","Knowledge","2C7D","History and Archaeology","2015","2015",0.139,,
"ITF3","ITF3: Campania","KN","Knowledge","2C7E","Philosophy and Theology","2015","2015",0.201,,
"ITF3","ITF3: Campania","KN","Knowledge","2C7","Arts and Humanities","2015","2015",0.141,,
"ITF3","ITF3: Campania","KN","Knowledge","2C8A","Public Safety and Security","2015","2015",-0.008,,
"ITF3","ITF3: Campania","KN","Knowledge","2C8B","Law and Government","2015","2015",0.252,,
"ITF3","ITF3: Campania","KN","Knowledge","2C8","Law and Public Safety","2015","2015",0.122,,
"ITF3","ITF3: Campania","KN","Knowledge","2C9A","Telecommunications","2015","2015",0.005,,
"ITF3","ITF3: Campania","KN","Knowledge","2C9B","Communications and Media","2015","2015",0.111,,
"ITF3","ITF3: Campania","KN","Knowledge","2C9","Communications","2015","2015",0.058,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1A1","Oral Comprehension","2015","2015",0.013,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1A2","Written Comprehension","2015","2015",-0.018,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1A3","Oral Expression","2015","2015",0.035,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1A4","Written Expression","2015","2015",-0.011,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1A","Verbal Abilities","2015","2015",0.005,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B1","Fluency of Ideas","2015","2015",-0.075,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B2","Originality","2015","2015",-0.097,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B3","Problem Sensitivity","2015","2015",0.016,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B4","Deductive Reasoning","2015","2015",-0.004,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B5","Inductive Reasoning","2015","2015",0.015,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B6","Information Ordering","2015","2015",-0.034,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B7","Category Flexibility","2015","2015",-0.019,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1B","Reasoning Abilities","2015","2015",-0.028,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1C1","Mathematical Reasoning","2015","2015",-0.068,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1C2","Number Facility","2015","2015",-0.071,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1C","Quantitative Abilities","2015","2015",-0.069,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1D1","Memorization","2015","2015",-0.028,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1D","Memory","2015","2015",-0.028,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1E1","Speed of Closure","2015","2015",-0.028,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1E2","Flexibility of Closure","2015","2015",-0.045,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1E3","Perceptual Speed","2015","2015",-0.045,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1E","Perceptual Abilities","2015","2015",-0.039,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1F1","Spatial Orientation","2015","2015",-0.103,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1F2","Visualization","2015","2015",-0.205,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1F","Spatial Abilities","2015","2015",-0.154,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1G1","Selective Attention","2015","2015",-0.062,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1G2","Time Sharing","2015","2015",-0.024,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1G","Attentiveness","2015","2015",-0.043,,
"ITF4","ITF4: Puglia","AB","Abilities","1A1","Cognitive Abilities","2015","2015",-0.041,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2A1","Arm-Hand Steadiness","2015","2015",-0.05,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2A2","Manual Dexterity","2015","2015",-0.068,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2A3","Finger Dexterity","2015","2015",-0.058,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2A","Fine Manipulative Abilities","2015","2015",-0.059,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2B1","Control Precision","2015","2015",-0.069,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2B2","Multilimb Coordination","2015","2015",-0.048,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2B3","Response Orientation","2015","2015",-0.058,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2B4","Rate Control","2015","2015",-0.057,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2B","Control Movement Abilities","2015","2015",-0.058,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2C1","Reaction Time","2015","2015",-0.123,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2C2","Wrist-Finger Speed","2015","2015",-0.034,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2C3","Speed of Limb Movement","2015","2015",-0.047,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2C","Reaction Time and Speed Abilities","2015","2015",-0.068,,
"ITF4","ITF4: Puglia","AB","Abilities","1A2","Psychomotor Abilities","2015","2015",-0.061,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3A1","Static Strength","2015","2015",-0.037,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3A2","Explosive Strength","2015","2015",-0.009,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3A3","Dynamic Strength","2015","2015",-0.057,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3A4","Trunk Strength","2015","2015",-0.009,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3A","Physical Strength","2015","2015",-0.028,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3B1","Stamina","2015","2015",0.017,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3B","Endurance","2015","2015",0.017,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3C1","Extent Flexibility","2015","2015",-0.036,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3C2","Dynamic Flexibility","2015","2015",-0.016,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3C3","Gross Body Coordination","2015","2015",-0.022,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3C4","Gross Body Equilibrium","2015","2015",-0.108,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3C","Flexibility, Balance and Coordination","2015","2015",-0.046,,
"ITF4","ITF4: Puglia","AB","Abilities","1A3","Strength and Flexibility","2015","2015",-0.031,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A1","Near Vision","2015","2015",-0.061,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A2","Far Vision","2015","2015",-0.075,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A3","Visual Color Discrimination","2015","2015",-0.082,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A4","Night Vision","2015","2015",-0.059,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A5","Peripheral Vision","2015","2015",-0.065,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A6","Depth Perception","2015","2015",-0.066,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A7","Glare Sensitivity","2015","2015",-0.088,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4A","Visual Abilities","2015","2015",-0.071,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4B1","Hearing Sensitivity","2015","2015",-0.031,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4B2","Auditory Attention","2015","2015",-0.045,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4B3","Sound Localization","2015","2015",-0.068,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4B4","Speech Recognition","2015","2015",0.031,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4B5","Speech Clarity","2015","2015",0.013,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4B","Auditory and Speech Abilities","2015","2015",-0.02,,
"ITF4","ITF4: Puglia","AB","Abilities","1A4","Sensory Abilities","2015","2015",-0.05,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C1A","Achievement/Effort","2015","2015",0.018,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C1B","Persistence","2015","2015",-0.058,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C1C","Initiative","2015","2015",0.004,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C1","Achievement Orientation","2015","2015",-0.012,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C2B","Leadership","2015","2015",-0.046,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C2","Social Influence","2015","2015",-0.046,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C3A","Cooperation","2015","2015",0.004,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C3B","Concern for Others","2015","2015",0.203,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C3C","Social Orientation","2015","2015",0.147,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C3","Interpersonal Orientation","2015","2015",0.118,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C4A","Self Control","2015","2015",0.121,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C4B","Stress Tolerance","2015","2015",0.076,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C4C","Adaptability/Flexibility","2015","2015",0.022,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C4","Adjustment","2015","2015",0.073,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C5A","Dependability","2015","2015",-0.015,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C5B","Attention to Detail","2015","2015",-0.053,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C5C","Integrity","2015","2015",0.056,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C5","Conscientiousness","2015","2015",-0.004,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C6","Independence","2015","2015",0.132,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C7A","Innovation","2015","2015",-0.09,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",-0.078,,
"ITF4","ITF4: Puglia","WS","Workstyles","1C7","Practical Intelligence","2015","2015",-0.084,,
"ITF4","ITF4: Puglia","SK","Skills","2A1A","Reading Comprehension","2015","2015",0,,
"ITF4","ITF4: Puglia","SK","Skills","2A1B","Active Listening","2015","2015",0,,
"ITF4","ITF4: Puglia","SK","Skills","2A1C","Writing","2015","2015",-0.019,,
"ITF4","ITF4: Puglia","SK","Skills","2A1D","Speaking","2015","2015",0.027,,
"ITF4","ITF4: Puglia","SK","Skills","2A1E","Mathematics Skills","2015","2015",-0.099,,
"ITF4","ITF4: Puglia","SK","Skills","2A1F","Science","2015","2015",0.141,,
"ITF4","ITF4: Puglia","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.008,,
"ITF4","ITF4: Puglia","SK","Skills","2A2A","Critical Thinking","2015","2015",-0.047,,
"ITF4","ITF4: Puglia","SK","Skills","2A2B","Active Learning","2015","2015",-0.026,,
"ITF4","ITF4: Puglia","SK","Skills","2A2C","Learning Strategies","2015","2015",-0.009,,
"ITF4","ITF4: Puglia","SK","Skills","2A2D","Monitoring","2015","2015",-0.004,,
"ITF4","ITF4: Puglia","SK","Skills","2A2","Basic Skills (Process)","2015","2015",-0.021,,
"ITF4","ITF4: Puglia","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.056,,
"ITF4","ITF4: Puglia","SK","Skills","2B1B","Coordination","2015","2015",-0.01,,
"ITF4","ITF4: Puglia","SK","Skills","2B1C","Persuasion","2015","2015",-0.017,,
"ITF4","ITF4: Puglia","SK","Skills","2B1D","Negotiation","2015","2015",-0.047,,
"ITF4","ITF4: Puglia","SK","Skills","2B1E","Instructing","2015","2015",0.032,,
"ITF4","ITF4: Puglia","SK","Skills","2B1F","Service Orientation","2015","2015",0.132,,
"ITF4","ITF4: Puglia","SK","Skills","2B1","Social Skills","2015","2015",0.024,,
"ITF4","ITF4: Puglia","SK","Skills","2B2I","Complex Problem Solving","2015","2015",-0.049,,
"ITF4","ITF4: Puglia","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",-0.049,,
"ITF4","ITF4: Puglia","SK","Skills","2B3A","Operations Analysis","2015","2015",-0.048,,
"ITF4","ITF4: Puglia","SK","Skills","2B3B","Technology Design","2015","2015",-0.028,,
"ITF4","ITF4: Puglia","SK","Skills","2B3C","Equipment Selection","2015","2015",-0.101,,
"ITF4","ITF4: Puglia","SK","Skills","2B3D","Installation","2015","2015",-0.103,,
"ITF4","ITF4: Puglia","SK","Skills","2B3E","Programming","2015","2015",-0.008,,
"ITF4","ITF4: Puglia","SK","Skills","2B3G","Operation Monitoring","2015","2015",-0.031,,
"ITF4","ITF4: Puglia","SK","Skills","2B3H","Operation and Control","2015","2015",-0.041,,
"ITF4","ITF4: Puglia","SK","Skills","2B3J","Equipment Maintenance","2015","2015",-0.1,,
"ITF4","ITF4: Puglia","SK","Skills","2B3K","Troubleshooting","2015","2015",-0.098,,
"ITF4","ITF4: Puglia","SK","Skills","2B3L","Repairing","2015","2015",-0.135,,
"ITF4","ITF4: Puglia","SK","Skills","2B3M","Quality Control Analysis","2015","2015",-0.104,,
"ITF4","ITF4: Puglia","SK","Skills","2B3","Technical Skills","2015","2015",-0.072,,
"ITF4","ITF4: Puglia","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",-0.04,,
"ITF4","ITF4: Puglia","SK","Skills","2B4G","Systems Analysis","2015","2015",-0.039,,
"ITF4","ITF4: Puglia","SK","Skills","2B4H","Systems Evaluation","2015","2015",-0.037,,
"ITF4","ITF4: Puglia","SK","Skills","2B4","Systems Skills","2015","2015",-0.039,,
"ITF4","ITF4: Puglia","SK","Skills","2B5A","Time Management","2015","2015",-0.035,,
"ITF4","ITF4: Puglia","SK","Skills","2B5B","Management of Financial Resources","2015","2015",-0.052,,
"ITF4","ITF4: Puglia","SK","Skills","2B5C","Management of Material Resources","2015","2015",-0.054,,
"ITF4","ITF4: Puglia","SK","Skills","2B5D","Management of Personnel Resources","2015","2015",-0.021,,
"ITF4","ITF4: Puglia","SK","Skills","2B5","Resource Management Skills","2015","2015",-0.04,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C10","Transportation","2015","2015",-0.086,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C1A","Administration and Management","2015","2015",-0.012,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C1B","Clerical","2015","2015",0.025,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C1C","Economics and Accounting","2015","2015",-0.023,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C1D","Sales and Marketing","2015","2015",0.037,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C1E","Customer and Personal Service","2015","2015",0.171,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C1F","Personnel and Human Resources","2015","2015",0.013,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C1","Business and Management","2015","2015",0.018,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C2A","Production and Processing","2015","2015",-0.151,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C2B","Food Production","2015","2015",0.073,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",-0.039,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",-0.033,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",-0.189,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C3C","Design","2015","2015",-0.31,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C3D","Building and Construction","2015","2015",-0.453,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C3E","Mechanical","2015","2015",-0.305,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C3","Engineering and Technology","2015","2015",-0.258,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",-0.15,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4B","Physics","2015","2015",-0.07,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4C","Chemistry","2015","2015",0.165,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4D","Biology","2015","2015",0.237,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4E","Psychology","2015","2015",0.153,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4F","Sociology and Anthropology","2015","2015",0.061,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4G","Geography","2015","2015",-0.037,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C4","Mathematics and Science","2015","2015",0.051,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C5A","Medicine and Dentistry","2015","2015",0.333,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C5B","Therapy and Counselling","2015","2015",0.116,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C5","Health Services","2015","2015",0.225,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C6","Education and Training","2015","2015",0.068,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C7C","Fine Arts","2015","2015",-0.057,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C7D","History and Archaeology","2015","2015",-0.022,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C7E","Philosophy and Theology","2015","2015",0.045,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C7","Arts and Humanities","2015","2015",-0.011,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C8A","Public Safety and Security","2015","2015",-0.063,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C8B","Law and Government","2015","2015",-0.086,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C8","Law and Public Safety","2015","2015",-0.074,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C9A","Telecommunications","2015","2015",-0.027,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C9B","Communications and Media","2015","2015",-0.005,,
"ITF4","ITF4: Puglia","KN","Knowledge","2C9","Communications","2015","2015",-0.016,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1A1","Oral Comprehension","2015","2015",0.201,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1A2","Written Comprehension","2015","2015",0.194,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1A3","Oral Expression","2015","2015",0.208,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1A4","Written Expression","2015","2015",0.195,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1A","Verbal Abilities","2015","2015",0.2,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B1","Fluency of Ideas","2015","2015",0.122,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B2","Originality","2015","2015",0.099,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B3","Problem Sensitivity","2015","2015",0.147,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B4","Deductive Reasoning","2015","2015",0.154,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B5","Inductive Reasoning","2015","2015",0.139,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B6","Information Ordering","2015","2015",0.151,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B7","Category Flexibility","2015","2015",0.126,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1B","Reasoning Abilities","2015","2015",0.134,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1C1","Mathematical Reasoning","2015","2015",0.157,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1C2","Number Facility","2015","2015",0.128,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1C","Quantitative Abilities","2015","2015",0.143,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1D1","Memorization","2015","2015",0.109,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1D","Memory","2015","2015",0.109,,
"ITF5","ITF5: Basilicata","AB","Abilities","1A1E1","Speed of Closure","2015","2015",0.08,,
