"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"JPN","Japan","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"JPN","Japan","85","Bankruptcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.02,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.02,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.02,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.03,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.03,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.03,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.04,,
"KOR","Korea","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.04,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.04,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.04,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.04,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.05,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.05,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.07,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.06,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.03,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.02,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.03,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.04,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.03,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.03,,
"KOR","Korea","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.03,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.03,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.03,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.06,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.05,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.02,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.03,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.03,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.03,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.03,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.04,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.04,,
"KOR","Korea","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.04,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.02,,
"KOR","Korea","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.02,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.12,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.26,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.18,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.15,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.21,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.22,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.21,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.19,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.2,,
"KOR","Korea","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.15,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.02,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.02,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.02,,
"KOR","Korea","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.02,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.16,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.18,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.21,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.22,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.26,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.37,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.3,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.27,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.27,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.27,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.28,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.3,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.31,,
"KOR","Korea","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.31,,
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"KOR","Korea","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.26,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.29,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.31,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.34,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.52,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.78,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.59,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.51,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.58,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.62,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.63,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.63,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.66,,
"KOR","Korea","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.6,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.1,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.11,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.11,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.12,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.25,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.41,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.29,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.24,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.31,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.35,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.34,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.33,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.35,,
"KOR","Korea","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.3,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.08,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.08,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.08,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.09,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.24,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.4,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.27,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.22,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.29,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.32,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.31,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.3,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.31,,
"KOR","Korea","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.26,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.16,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.18,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.21,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.22,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.26,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.37,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.3,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.27,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.27,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.27,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.28,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.3,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.31,,
"KOR","Korea","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.31,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.02,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.02,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.02,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.03,,
"KOR","Korea","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.03,,
"KOR","Korea","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"KOR","Korea","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"KOR","Korea","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"KOR","Korea","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"KOR","Korea","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"KOR","Korea","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"KOR","Korea","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
