"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.671087,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.321139,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.570911,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.698567,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.54721,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.366374,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.224006,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.20153,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.243395,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.005869,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.082879,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.058532,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.102667,,
"NOR","Norway","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.035499,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005","PER","Persons","3","Thousands",,,475.775,"B","Break"
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006","PER","Persons","3","Thousands",,,489.75,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007","PER","Persons","3","Thousands",,,515.275,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,516.55,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,505.025,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,492.275,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,513.025,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,522.3,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,526.925,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,535.225,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,530.275,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,511.9,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,511.725,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,522.375,,
"NOR","Norway","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,526.475,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,20.84333,"B","Break"
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,20.81408,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,21.16858,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,20.54939,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,20.20524,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,19.6849,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,20.23348,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,20.20171,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,20.25388,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,20.3771,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,20.07857,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,19.40356,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,19.35511,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,19.44897,,
"NOR","Norway","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,19.38742,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1746.475,"B","Break"
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1800.375,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1862.375,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1932.525,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1927,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1944.8,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1962.5,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2005.625,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2017.4,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2032.45,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2057.75,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2071.325,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2077.725,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2107.025,,
"NOR","Norway","YGTT11L1_ST","Employment in services","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2133.8,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,76.51169,"B","Break"
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,76.51484,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,76.51028,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,76.8797,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,77.09619,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,77.76789,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,77.40015,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,77.57429,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,77.54459,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,77.3795,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,77.91557,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,78.51356,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,78.58636,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,78.44836,,
"NOR","Norway","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,78.57709,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,104.6,"B","Break"
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,82.775,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,62.25,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,65.775,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,80.05,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,91.275,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,84.2,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,83.35,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,92.2,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,94.825,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,118.55,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,129.475,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,114.825,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,106.075,,
"NOR","Norway","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,103.95,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.380952,"B","Break"
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.399901,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.495641,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.549649,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.1025,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.521047,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.214387,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.123188,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.422888,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.484511,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.295396,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.677024,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.162159,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.799347,,
"NOR","Norway","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.686503,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2005","2005","PER","Persons","3","Thousands",,,17160.97,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2006","2006","PER","Persons","3","Thousands",,,16937.93,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2007","2007","PER","Persons","3","Thousands",,,16859.25,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2008","2008","PER","Persons","3","Thousands",,,17010.55,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2009","2009","PER","Persons","3","Thousands",,,17279.2,"B","Break"
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2010","2010","PER","Persons","3","Thousands",,,17123.28,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2011","2011","PER","Persons","3","Thousands",,,17220.78,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2012","2012","PER","Persons","3","Thousands",,,17339.88,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2013","2013","PER","Persons","3","Thousands",,,17360.7,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2014","2014","PER","Persons","3","Thousands",,,17428.25,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2015","2015","PER","Persons","3","Thousands",,,17388.13,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2016","2016","PER","Persons","3","Thousands",,,17260.28,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2017","2017","PER","Persons","3","Thousands",,,17266.57,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2018","2018","PER","Persons","3","Thousands",,,17143.28,,
"POL","Poland","YGTT07L1_ST","Labour force","A","Annual","2019","2019","PER","Persons","3","Thousands",,,17018.68,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,7798.85,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,7655.05,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,7625.85,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,7693.85,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,7824,"B","Break"
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,7676.875,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,7716.575,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,7789.3,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,7792.775,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,7835.35,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,7819.725,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,7746.175,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,7736.75,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,7703.3,,
"POL","Poland","YGFE07L1_ST","Labour force females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,7620.35,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,9362.1,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,9282.825,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,9233.425,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,9316.7,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,9455.175,"B","Break"
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,9446.4,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,9504.225,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,9550.575,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,9567.925,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,9592.9,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,9568.4,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,9514.05,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,9529.85,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,9439.95,,
"POL","Poland","YGMA07L1_ST","Labour force males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,9398.325,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,14115.58,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,14593.6,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,15240.47,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,15799.85,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,15868,"B","Break"
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,15473.13,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,15562.15,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,15590.67,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,15568.03,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,15861.53,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,16083.85,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,16196.88,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,16422.7,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,16484.05,,
"POL","Poland","YGTT08L1_ST","Employment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,16460.95,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,6306.35,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,6512.95,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,6837.525,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,7082.2,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,7146.45,"B","Break"
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,6907.45,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,6914.125,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,6939.675,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,6926.9,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,7083.775,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,7216.9,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,7263.9,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,7357.05,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,7406.925,,
"POL","Poland","YGFE08L1_ST","Employment females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,7346.15,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,44.67654,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,44.62881,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,44.86425,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,44.82447,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,45.03687,"B","Break"
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,44.6416,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,44.42911,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,44.5117,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,44.4944,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,44.66011,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,44.87048,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,44.84754,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,44.79805,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,44.93389,,
"POL","Poland","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,44.62774,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,7809.225,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,8080.65,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,8402.925,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,8717.65,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,8721.575,"B","Break"
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,8565.6,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,8648.025,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,8651,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,8641.15,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,8777.725,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,8866.95,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,8933,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,9065.675,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,9077.125,,
"POL","Poland","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,9114.8,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,55.32346,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,55.37119,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,55.13559,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,55.17553,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,54.96329,"B","Break"
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,55.35792,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,55.57089,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,55.4883,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,55.50576,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,55.33973,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,55.12952,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,55.15261,,
"POL","Poland","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,55.2021,,
